label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.0,0.0,-0.045351892709732056,-0.024208247661590576,-0.07574453949928284,-0.09951388835906982,-0.09152606129646301,-0.15622088313102722,-0.1161828339099884,-0.18212589621543884,-0.05741018056869507,-0.14904731512069702,-0.05730390548706055,-0.19146305322647095,-0.05135849118232727,-0.14413860440254211,-0.05103796720504761,-0.12677353620529175,-0.02608048915863037,-0.15334641933441162,-0.027277767658233643,-0.19889599084854126,-0.02544236183166504,-0.14142540097236633,-0.024646222591400146,-0.13067442178726196,0.006072282791137695,-0.14497637748718262,0.00777125358581543,-0.18742549419403076,0.0049569010734558105,-0.13579943776130676,0.0036981701850891113,-0.12258413434028625,0.03555119037628174,-0.13003534078598022,0.04092252254486084,-0.16243690252304077,0.03269678354263306,-0.13144725561141968,0.02828347682952881,-0.11963042616844177
A,0.0,0.0,-0.048315465450286865,-0.023388147354125977,-0.08088937401771545,-0.09496679902076721,-0.09925645589828491,-0.15243294835090637,-0.12485659122467041,-0.17914149165153503,-0.06173989176750183,-0.1468871533870697,-0.06519433856010437,-0.1938258707523346,-0.05694881081581116,-0.14537420868873596,-0.05438748002052307,-0.125474750995636,-0.029632389545440674,-0.15166917443275452,-0.034621596336364746,-0.20126894116401672,-0.030958056449890137,-0.1421085000038147,-0.028944432735443115,-0.12884443998336792,0.002574622631072998,-0.1455940306186676,0.0011082291603088379,-0.1907370686531067,0.000644981861114502,-0.13727068901062012,0.0008994936943054199,-0.12351220846176147,0.03354322910308838,-0.13265010714530945,0.03521043062210083,-0.16862577199935913,0.03077918291091919,-0.1361280083656311,0.029084503650665283,-0.12366509437561035
A,0.0,0.0,-0.04895514249801636,-0.027733147144317627,-0.08223405480384827,-0.0983564555644989,-0.10135629773139954,-0.15500038862228394,-0.12811055779457092,-0.18237802386283875,-0.06533235311508179,-0.15320688486099243,-0.0672118067741394,-0.19824719429016113,-0.056369900703430176,-0.14511337876319885,-0.05374819040298462,-0.12923461198806763,-0.03142225742340088,-0.1587381660938263,-0.035310953855514526,-0.20642158389091492,-0.030277609825134277,-0.14180496335029602,-0.028030037879943848,-0.1323905885219574,0.0017919540405273438,-0.15127959847450256,0.0016771554946899414,-0.1980002522468567,0.0011162161827087402,-0.14145871996879578,0.0012463927268981934,-0.1295011043548584,0.03179466724395752,-0.13778167963027954,0.036404192447662354,-0.17074736952781677,0.02976781129837036,-0.1378709077835083,0.025974690914154053,-0.12859442830085754
A,0.0,0.0,-0.05021756887435913,-0.02996218204498291,-0.08570349216461182,-0.10195749998092651,-0.10693058371543884,-0.1586778163909912,-0.13301849365234375,-0.18592336773872375,-0.06736981868743896,-0.1541779339313507,-0.07079654932022095,-0.20171356201171875,-0.059631675481796265,-0.14741867780685425,-0.05532580614089966,-0.13209623098373413,-0.0339432954788208,-0.1598837971687317,-0.03800809383392334,-0.20900869369506836,-0.03325134515762329,-0.14418214559555054,-0.02993142604827881,-0.13846838474273682,-0.00033789873123168945,-0.15332329273223877,-0.0013814568519592285,-0.20096400380134583,-0.002438783645629883,-0.14438769221305847,-0.00015884637832641602,-0.13580578565597534,0.0303347110748291,-0.1418161690235138,0.03315025568008423,-0.17398446798324585,0.02574014663696289,-0.14131870865821838,0.02459198236465454,-0.13417130708694458
A,0.0,0.0,-0.046489715576171875,-0.029766619205474854,-0.07967621088027954,-0.10063478350639343,-0.10032215714454651,-0.15872687101364136,-0.1258508563041687,-0.1868496537208557,-0.06258136034011841,-0.1547108292579651,-0.06986621022224426,-0.2049652338027954,-0.05853116512298584,-0.15284892916679382,-0.05233103036880493,-0.13470390439033508,-0.030690670013427734,-0.1607106328010559,-0.03696167469024658,-0.21366837620735168,-0.0313836932182312,-0.15054768323898315,-0.026947200298309326,-0.14060908555984497,0.0020380616188049316,-0.15382137894630432,0.0008915066719055176,-0.20346134901046753,-0.00011295080184936523,-0.14832770824432373,0.0020617246627807617,-0.13662731647491455,0.03333723545074463,-0.1405857801437378,0.03614234924316406,-0.17842423915863037,0.028125464916229248,-0.14558929204940796,0.02599245309829712,-0.1340976357460022
A,0.0,0.0,-0.04537072777748108,-0.029999136924743652,-0.07815083861351013,-0.10359179973602295,-0.09712189435958862,-0.1626267433166504,-0.12170076370239258,-0.19201073050498962,-0.05818969011306763,-0.15765461325645447,-0.06522956490516663,-0.20769643783569336,-0.05524897575378418,-0.1556316316127777,-0.04834187030792236,-0.13437047600746155,-0.02638334035873413,-0.16217321157455444,-0.03160291910171509,-0.21401876211166382,-0.028159737586975098,-0.15088316798210144,-0.023760735988616943,-0.13975262641906738,0.005866289138793945,-0.1541210114955902,0.006589829921722412,-0.2034633755683899,0.003201603889465332,-0.14695820212364197,0.0044983625411987305,-0.13357383012771606,0.03679102659225464,-0.1394825577735901,0.04160553216934204,-0.17923450469970703,0.031536757946014404,-0.1442267894744873,0.027320265769958496,-0.12973275780677795
A,0.0,0.0,-0.04665374755859375,-0.029371321201324463,-0.07626625895500183,-0.10635718703269958,-0.09000766277313232,-0.16986051201820374,-0.11310204863548279,-0.20159417390823364,-0.05541229248046875,-0.16399413347244263,-0.060034751892089844,-0.21301528811454773,-0.052607446908950806,-0.16187649965286255,-0.047760605812072754,-0.14315339922904968,-0.023716866970062256,-0.16850662231445312,-0.027448415756225586,-0.21881166100502014,-0.026194453239440918,-0.15612110495567322,-0.022178947925567627,-0.14597609639167786,0.008619070053100586,-0.15993133187294006,0.01007908582687378,-0.2053801417350769,0.005145728588104248,-0.14914274215698242,0.006721973419189453,-0.137803316116333,0.04052931070327759,-0.14463478326797485,0.04417341947555542,-0.18019914627075195,0.03286242485046387,-0.1453658938407898,0.029278337955474854,-0.13308113813400269
A,0.0,0.0,-0.04744794964790344,-0.0297391414642334,-0.07617834210395813,-0.10790100693702698,-0.08704808354377747,-0.16919898986816406,-0.10610127449035645,-0.20262116193771362,-0.05542537569999695,-0.16653132438659668,-0.0574401319026947,-0.21369221806526184,-0.05107170343399048,-0.160271555185318,-0.04731607437133789,-0.14161962270736694,-0.02286672592163086,-0.17082837224006653,-0.024847447872161865,-0.2208988070487976,-0.024550318717956543,-0.15549203753471375,-0.021304428577423096,-0.144160658121109,0.009885311126708984,-0.16202616691589355,0.012025594711303711,-0.2070356011390686,0.006907284259796143,-0.14722192287445068,0.007763266563415527,-0.13521549105644226,0.041813790798187256,-0.14616075158119202,0.045474112033843994,-0.17927676439285278,0.03433018922805786,-0.14175477623939514,0.030355870723724365,-0.12992265820503235
A,0.0,0.0,-0.05070796608924866,-0.035759568214416504,-0.07628726959228516,-0.11592569947242737,-0.08467036485671997,-0.17617028951644897,-0.10179507732391357,-0.21165430545806885,-0.05466529726982117,-0.17173105478286743,-0.06046149134635925,-0.2152402400970459,-0.05349037051200867,-0.15706685185432434,-0.04644376039505005,-0.14823806285858154,-0.021251976490020752,-0.1723652482032776,-0.029522359371185303,-0.2212699055671692,-0.030881226062774658,-0.1550510823726654,-0.02349388599395752,-0.1507062315940857,0.012239694595336914,-0.1607688069343567,0.006387174129486084,-0.2065122127532959,-0.0013211369514465332,-0.14690139889717102,0.0030767321586608887,-0.14074921607971191,0.044015705585479736,-0.14539572596549988,0.04142189025878906,-0.1743571162223816,0.028555691242218018,-0.13933470845222473,0.02814960479736328,-0.13419854640960693
A,0.0,0.0,-0.0453261137008667,-0.03707683086395264,-0.07070469856262207,-0.10960650444030762,-0.07935106754302979,-0.16693150997161865,-0.09299144148826599,-0.20481860637664795,-0.05360397696495056,-0.17323938012123108,-0.06609150767326355,-0.21140894293785095,-0.06214076280593872,-0.15189138054847717,-0.054889976978302,-0.13666266202926636,-0.02182096242904663,-0.17549759149551392,-0.03583097457885742,-0.21652883291244507,-0.03749746084213257,-0.1499813199043274,-0.028835147619247437,-0.14058470726013184,0.011686205863952637,-0.1659330129623413,-0.0011286735534667969,-0.20043408870697021,-0.008379995822906494,-0.13747018575668335,-0.0019403696060180664,-0.12835288047790527,0.04502958059310913,-0.15094050765037537,0.03164094686508179,-0.17018648982048035,0.020268917083740234,-0.1326521635055542,0.02387768030166626,-0.12795698642730713
A,0.0,0.0,-0.044269025325775146,-0.042758166790008545,-0.06661078333854675,-0.11696717143058777,-0.0723663866519928,-0.17052620649337769,-0.08086258172988892,-0.20543482899665833,-0.04629376530647278,-0.17237862944602966,-0.06475469470024109,-0.2099652886390686,-0.061742961406707764,-0.1536809504032135,-0.0539669394493103,-0.1373119056224823,-0.017698228359222412,-0.1758478879928589,-0.03687557578086853,-0.213018536567688,-0.03750640153884888,-0.14918357133865356,-0.026274442672729492,-0.1425190269947052,0.013882875442504883,-0.16752859950065613,-0.0035774707794189453,-0.19542783498764038,-0.009008824825286865,-0.1345829963684082,0.0002995729446411133,-0.13040828704833984,0.046018362045288086,-0.15280365943908691,0.02904456853866577,-0.16951996088027954,0.01823633909225464,-0.13034871220588684,0.023754119873046875,-0.12553393840789795
A,0.0,0.0,-0.03875097632408142,-0.0598139762878418,-0.05143481492996216,-0.1282297670841217,-0.05063527822494507,-0.17069220542907715,-0.04860663414001465,-0.20565754175186157,-0.016086846590042114,-0.18673458695411682,-0.0498577356338501,-0.21084856986999512,-0.051538050174713135,-0.15953391790390015,-0.04071423411369324,-0.1425204873085022,0.005861103534698486,-0.18554475903511047,-0.033692896366119385,-0.20898687839508057,-0.03600063920021057,-0.14804768562316895,-0.020055919885635376,-0.1346375048160553,0.03135979175567627,-0.1752559244632721,-0.0066068172454833984,-0.1943262815475464,-0.01287919282913208,-0.1367337703704834,0.0009376406669616699,-0.12647762894630432,0.05747675895690918,-0.15667086839675903,0.024779677391052246,-0.17187541723251343,0.012045085430145264,-0.13372406363487244,0.021403610706329346,-0.12338948249816895
A,0.0,0.0,-0.03162950277328491,-0.06633037328720093,-0.03821262717247009,-0.13158288598060608,-0.03754428029060364,-0.17151892185211182,-0.03636258840560913,-0.20804473757743835,0.008438915014266968,-0.19769132137298584,-0.04176601767539978,-0.21182817220687866,-0.04970425367355347,-0.1679864525794983,-0.038888901472091675,-0.14835363626480103,0.026646584272384644,-0.1937035322189331,-0.030554234981536865,-0.20177581906318665,-0.03758281469345093,-0.14981964230537415,-0.024294555187225342,-0.13053268194198608,0.04464861750602722,-0.17947441339492798,-0.011371493339538574,-0.1878070831298828,-0.02055603265762329,-0.13807374238967896,-0.008763402700424194,-0.12087097764015198,0.061746805906295776,-0.1554686427116394,0.017188817262649536,-0.16790595650672913,0.0055900514125823975,-0.13494783639907837,0.014048546552658081,-0.11905893683433533
A,0.0,0.0,-0.03407388925552368,-0.06614941358566284,-0.03868117928504944,-0.12895968556404114,-0.036967962980270386,-0.16901731491088867,-0.03580200672149658,-0.2074567675590515,0.01502227783203125,-0.19564881920814514,-0.039580971002578735,-0.21221080422401428,-0.049508512020111084,-0.16760408878326416,-0.037365347146987915,-0.14777657389640808,0.031561970710754395,-0.19148623943328857,-0.031848400831222534,-0.20238196849822998,-0.04044997692108154,-0.15047740936279297,-0.02586469054222107,-0.1300739347934723,0.045989394187927246,-0.1770065426826477,-0.016742229461669922,-0.18947985768318176,-0.02668362855911255,-0.13859224319458008,-0.012637466192245483,-0.11927926540374756,0.058339476585388184,-0.15256154537200928,0.0071642398834228516,-0.16617104411125183,-0.0036949515342712402,-0.13198867440223694,0.007149636745452881,-0.11325213313102722
A,0.0,0.0,-0.03147077560424805,-0.06976258754730225,-0.03616026043891907,-0.13035553693771362,-0.03675958514213562,-0.17455938458442688,-0.0382159948348999,-0.21362489461898804,0.020312756299972534,-0.1918584108352661,-0.03067547082901001,-0.21103021502494812,-0.04091477394104004,-0.17104321718215942,-0.03206092119216919,-0.15042003989219666,0.034567564725875854,-0.18915769457817078,-0.029395073652267456,-0.2025260329246521,-0.03720983862876892,-0.15344804525375366,-0.025346487760543823,-0.13173940777778625,0.044155508279800415,-0.17666226625442505,-0.02133283019065857,-0.18682387471199036,-0.02736794948577881,-0.1371784806251526,-0.014404833316802979,-0.11670869588851929,0.048815757036209106,-0.15484687685966492,-0.006696730852127075,-0.16603299975395203,-0.012344807386398315,-0.13170409202575684,-0.00047579407691955566,-0.11183175444602966
A,0.0,0.0,-0.04529651999473572,-0.057381510734558105,-0.0508953332901001,-0.1311170756816864,-0.03868412971496582,-0.1876523792743683,-0.02849516272544861,-0.23262077569961548,-0.013493657112121582,-0.19854465126991272,-0.06631264090538025,-0.2236039936542511,-0.06778424978256226,-0.1804453730583191,-0.05136290192604065,-0.158767968416214,-0.00301206111907959,-0.1930243968963623,-0.06230071187019348,-0.20896771550178528,-0.06352528929710388,-0.16921430826187134,-0.04901120066642761,-0.15030473470687866,0.00011706352233886719,-0.17900791764259338,-0.054497361183166504,-0.1927451491355896,-0.055828213691711426,-0.15319311618804932,-0.04296392202377319,-0.135277658700943,-0.0008011460304260254,-0.15936994552612305,-0.04576912522315979,-0.16582438349723816,-0.0467379093170166,-0.13547897338867188,-0.035729676485061646,-0.1195298433303833
A,0.0,0.0,0.012787342071533203,-0.07191181182861328,0.012752234935760498,-0.14376184344291687,0.013022959232330322,-0.20046687126159668,0.026321232318878174,-0.23394882678985596,0.00561368465423584,-0.19740253686904907,-0.05432528257369995,-0.22220486402511597,-0.05505076050758362,-0.19007229804992676,-0.0407257080078125,-0.17229562997817993,-0.014551877975463867,-0.1819990575313568,-0.07342338562011719,-0.20014923810958862,-0.07049986720085144,-0.1707381010055542,-0.05386325716972351,-0.15287744998931885,-0.03790917992591858,-0.16023895144462585,-0.08795541524887085,-0.17273461818695068,-0.08420911431312561,-0.1448167860507965,-0.06796988844871521,-0.13095876574516296,-0.062142133712768555,-0.1334802508354187,-0.10094499588012695,-0.14200305938720703,-0.09393349289894104,-0.11542972922325134,-0.07884201407432556,-0.10295459628105164
A,0.0,0.0,0.017553269863128662,-0.06829720735549927,0.021013081073760986,-0.14283305406570435,0.02848571538925171,-0.20077896118164062,0.04904299974441528,-0.23067688941955566,0.010062158107757568,-0.19235685467720032,-0.03600442409515381,-0.22182577848434448,-0.03914180397987366,-0.19228774309158325,-0.02640816569328308,-0.17100569605827332,-0.014520317316055298,-0.179317444562912,-0.06026908755302429,-0.20553287863731384,-0.06126612424850464,-0.17669892311096191,-0.04578477144241333,-0.15670982003211975,-0.042118608951568604,-0.1591433584690094,-0.07981869578361511,-0.17843160033226013,-0.07839667797088623,-0.15091440081596375,-0.06357941031455994,-0.13474074006080627,-0.0700356662273407,-0.13416889309883118,-0.09704220294952393,-0.15019261837005615,-0.09244167804718018,-0.12196996808052063,-0.0800715982913971,-0.10610371828079224
A,0.0,0.0,0.03142508864402771,-0.06444162130355835,0.042406708002090454,-0.13442924618721008,0.053332239389419556,-0.19579628109931946,0.07766863703727722,-0.2244115173816681,0.018795937299728394,-0.1831822395324707,-0.010140866041183472,-0.21656811237335205,-0.01470133662223816,-0.18984264135360718,-0.007281631231307983,-0.16788160800933838,-0.015048712491989136,-0.17193537950515747,-0.03777465224266052,-0.20149075984954834,-0.03977644443511963,-0.1756775677204132,-0.030575543642044067,-0.15426304936408997,-0.04836815595626831,-0.14997819066047668,-0.0613383948802948,-0.17566564679145813,-0.05996766686439514,-0.15165242552757263,-0.051446229219436646,-0.13046222925186157,-0.07906541228294373,-0.12217772006988525,-0.08332255482673645,-0.1467851996421814,-0.0785801112651825,-0.12492415308952332,-0.07167232036590576,-0.10723891854286194
A,0.0,0.0,0.03468489646911621,-0.06036800146102905,0.047873854637145996,-0.13133805990219116,0.05869525671005249,-0.19209471344947815,0.08418595790863037,-0.21982920169830322,0.02128303050994873,-0.18584364652633667,0.0003046095371246338,-0.2131977081298828,-0.004495531320571899,-0.18816059827804565,0.001632392406463623,-0.1660591959953308,-0.013447076082229614,-0.17800426483154297,-0.029335856437683105,-0.19760939478874207,-0.03174743056297302,-0.17251193523406982,-0.023960351943969727,-0.151006817817688,-0.047270268201828,-0.15695616602897644,-0.054426610469818115,-0.17246919870376587,-0.053731769323349,-0.14917853474617004,-0.04555872082710266,-0.12803420424461365,-0.07794034481048584,-0.1292591691017151,-0.07967159152030945,-0.14240336418151855,-0.07479113340377808,-0.12228861451148987,-0.06755000352859497,-0.10592445731163025
A,0.0,0.0,0.03875929117202759,-0.05456739664077759,0.05739647150039673,-0.12285766005516052,0.07252699136734009,-0.18146497011184692,0.09762322902679443,-0.20808306336402893,0.03211665153503418,-0.166092187166214,0.021037757396697998,-0.20902279019355774,0.017177581787109375,-0.18839207291603088,0.02037602663040161,-0.16423147916793823,-0.006020784378051758,-0.1597135066986084,-0.011248350143432617,-0.20151934027671814,-0.011826366186141968,-0.18212354183197021,-0.008539676666259766,-0.15676122903823853,-0.04195988178253174,-0.14329513907432556,-0.04245913028717041,-0.17081257700920105,-0.03829321265220642,-0.15454712510108948,-0.032242804765701294,-0.13231676816940308,-0.07324892282485962,-0.11998298764228821,-0.07035514712333679,-0.14040818810462952,-0.06264549493789673,-0.12554168701171875,-0.054932594299316406,-0.10877206921577454
A,0.0,0.0,0.036253005266189575,-0.057076215744018555,0.05186143517494202,-0.12718957662582397,0.06785503029823303,-0.18477767705917358,0.09534505009651184,-0.20963862538337708,0.026461690664291382,-0.17317655682563782,0.007402211427688599,-0.20573732256889343,0.0038207173347473145,-0.1835290789604187,0.008487999439239502,-0.16193699836730957,-0.00899428129196167,-0.1653444766998291,-0.022628724575042725,-0.19295665621757507,-0.0224703848361969,-0.17064958810806274,-0.01634916663169861,-0.14936387538909912,-0.04367688298225403,-0.14587491750717163,-0.04959389567375183,-0.1715415120124817,-0.04629942774772644,-0.15082833170890808,-0.03974634408950806,-0.1290264129638672,-0.0756218433380127,-0.11935839056968689,-0.07761260867118835,-0.14546576142311096,-0.07110705971717834,-0.12727853655815125,-0.0643969476222992,-0.10894355177879333
A,0.0,0.0,0.03787800669670105,-0.0561944842338562,0.05257114768028259,-0.12431490421295166,0.06613007187843323,-0.18330568075180054,0.0904025137424469,-0.2107888162136078,0.03010311722755432,-0.17427203059196472,0.001234292984008789,-0.2096717357635498,-0.002918809652328491,-0.1867135763168335,0.005154818296432495,-0.16687163710594177,-0.003908634185791016,-0.16522568464279175,-0.02640417218208313,-0.1965661346912384,-0.02750861644744873,-0.172331303358078,-0.018447160720825195,-0.15257447957992554,-0.03817024827003479,-0.14453980326652527,-0.05242544412612915,-0.1737995743751526,-0.05097496509552002,-0.14882254600524902,-0.04277506470680237,-0.12857535481452942,-0.07018324732780457,-0.11625650525093079,-0.0776607096195221,-0.14521241188049316,-0.07293239235877991,-0.12093773484230042,-0.06600761413574219,-0.10144475102424622
